id	num	is_danger	apps
com.oppo.launcher.permission.WRITE_SETTINGS	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
com.sec.android.provider.badge.permission.READ	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
com.huawei.android.launcher.permission.READ_SETTINGS	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
com.htc.launcher.permission.READ_SETTINGS	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
com.majeur.launcher.permission.UPDATE_BADGE	9	False	ru.gosuslugi.pos,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
com.htc.launcher.permission.UPDATE_SHORTCUT	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
com.anddoes.launcher.permission.UPDATE_COUNT	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
com.sec.android.provider.badge.permission.WRITE	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
me.everything.badger.permission.BADGE_COUNT_READ	9	False	ru.gosuslugi.pos,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
com.huawei.android.launcher.permission.WRITE_SETTINGS	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
ru.gosuslugi.goskey.permission.PROCESS_PUSH_MSG	1	False	ru.gosuslugi.goskey
ru.gosuslugi.goskey.permission.PUSH_PROVIDER	1	False	ru.gosuslugi.goskey
android.permission.QUICKBOOT_POWERON	1	False	ru.mosreg.ekjp
android.permission.READ_LOGS	1	False	ru.mosreg.ekjp
android.permision.MANAGE_EXTERNAL_STORAGE	1	False	ru.mosreg.ekjp
com.google.android.gms.permission.ACTIVITY_RECOGNITION	2	False	ru.mosreg.ekjp,ru.orb.ag2
android.permission.WRITE_CALENDAR	8	True	ru.mos.app,ru.mosreg.uslugi.mobile.beta,ru.altarix.mos.pgu,ru.tstst.mysubsidie,com.uip.gosuslugi2,ru.mosreg.easuz.portal,ru.tyumen.telemed,com.firstforma.dialog
ndroid.permission.MANAGE_FINGERPRINT	1	False	ru.mos.app
android.permission.READ_INTERNAL_STORAGE	1	False	ru.alrosa.dp
ru.gosuslugi.culture.permission.PROCESS_PUSH_MSG	1	False	ru.gosuslugi.culture
android.permission.USE_FULL_SCREEN_INTENT	9	False	ru.gosuslugi.culture,com.fssp.app,ru.mos.ed,com.gibdd.app,ru.tyumen.telemed,com.asoft.mfcmobile,com.lsbr.call03,com.firstforma.dialog,com.application.ttssm
ru.gosuslugi.culture.permission.PUSH_PROVIDER	1	False	ru.gosuslugi.culture
android.permission.SCHEDULE_EXACT_ALARM	6	False	ru.gosuslugi.culture,com.fssp.app,com.gibdd.app,com.sc.mfcnso,com.asoft.mfcmobile,com.lsbr.call03
com.google.android.providers.gsf.permission.READ_GSERVICES	4	False	ru.mosreg.uslugi.mobile.beta,ru.orb.ag2,com.gkh72,ru.docsystems.peopleinspector
android.permission.READ_CONTACTS	1	True	ru.altarix.mos.pgu
android.permission.READ_CALENDAR	5	True	ru.altarix.mos.pgu,com.uip.gosuslugi2,ru.mosreg.easuz.portal,ru.tyumen.telemed,com.firstforma.dialog
org.policefines.finesNotCommercial.debug.provider.taxes.READ_DATABASE	1	False	ru.shtrafy_gibdd.nalogi
org.policefines.fines.debug.provider.taxes.READ_DATABASE	1	False	ru.shtrafy_gibdd.nalogi
org.policefines.finesNotCommercial.provider.taxes.READ_DATABASE	1	False	ru.shtrafy_gibdd.nalogi
ru.shtrafy_gibdd.nalogi.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	1	False	ru.shtrafy_gibdd.nalogi
org.policefines.fines.provider.taxes.READ_DATABASE	1	False	ru.shtrafy_gibdd.nalogi
android.permission.DISABLE_KEYGUARD	2	False	ru.mos.ed,com.firstforma.dialog
android.permission.MODIFY_AUDIO_SETTINGS	3	False	ru.mos.ed,ru.tyumen.telemed,com.firstforma.dialog
android.permission.FLASHLIGHT	3	False	com.minsvyaz.gosuslugi.stopcorona,com.uip.inspector,com.smarttransport.its.ordervehicle
ru.gibdd_pay.app.permission.PUSH_PROVIDER	1	False	ru.gibdd_pay.app
ru.gibdd_pay.app.permission.PROCESS_PUSH_MSG	1	False	ru.gibdd_pay.app
android.permissioms.WRITE_DATABASE	1	False	ru.altarix.mos.reception
android.permissions.READ_DATABASE	1	False	ru.altarix.mos.reception
com.google.android.apps.photos.permission.GOOGLE_PHOTOS	1	False	ru.altarix.mos.reception
android.permission.USE_CREDENTIALS	3	False	ru.integrics.mobiled,com.gkh72,com.firstforma.dialog
